Language_name	Family_name	subfamily_name	genus_name	status	color	latitude	longitude
Tabasco Zoque	Mixe-Zoque			unknown/safe	#0091FF	18.1713	-93.0968
Tabasco Nahuatl	Uto-Aztecan			unknown/safe	#FF008B	17.9371	-93.5688
Tabasco Chontal	Mayan		Mayan	severely endangered	#00AAFF	18.1713	-92.7367
Tabaa Zapotec	Otomanguean			unknown/safe	#0600FF	17.2822	-96.2777
Tabla	Sentanic			unknown/safe	#7100FF	-2.45368	140.396
Tabriak	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.49162	143.593
Tacana	Pano-Tacanan			definitely endangered	#1F00FF	-13.39249	-68.04056
Tacahua-Yolotepec Mixtec	Otomanguean			unknown/safe	#0600FF	16.9648	-97.4537
Chaouia of the Aures	Afro-Asiatic		Berber	unknown/safe	#FF0600	35.1867	6.88901
Tachelhit	Afro-Asiatic			unknown/safe	#FF0600	29.7854	-7.77879
Tadaksahak	Songhay			unknown/safe	#A400FF	16.685	2.32653
Tadyawan	Austronesian			unknown/safe	#FF5E00	13.0211	121.305
Tae'	Austronesian			unknown/safe	#FF5E00	-2.58205	120.139
Tafi	Atlantic-Congo			vulnerable	#FF5200	6.79522	0.39875
Tagakaulu Kalagan	Austronesian			unknown/safe	#FF5E00	6.45338	125.426
Tagalog	Austronesian			unknown/safe	#FF5E00	14.06	121.747
Tagabawa	Austronesian			unknown/safe	#FF5E00	6.9712	125.175
Tagal Murut	Austronesian			unknown/safe	#FF5E00	4.42907	116.177
Ouargli	Afro-Asiatic		Berber	severely endangered	#FF0600	31.9454	5.28444
Tagbu	Atlantic-Congo			unknown/safe	#FF5200	4.6852	26.4475
Tagbanwa	Austronesian			unknown/safe	#FF5E00	9.54263	118.497
Tagdal	Songhay			unknown/safe	#A400FF	16.1908	6.83992
Tagish	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	60.242	-134.799
Tagin	Sino-Tibetan			unknown/safe	#8B00FF	27.986064	94.221711
Tagoi	Rashad			severely endangered	#5200FF	12.0346	30.9306
Tagwana Senoufo	Atlantic-Congo			unknown/safe	#FF5200	8.67053	-5.17372
Tahaggart Tamahaq	Afro-Asiatic			vulnerable	#FF0600	22.5908	8.73169
Tahitian	Austronesian			unknown/safe	#FF5E00	-17.6485	-149.45
Tahltan	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	58.4498	-130.052
Tai Dam	Tai-Kadai			unknown/safe	#E300FF	18.9572	102.928
Tai Do-Mene-Yo	Tai-Kadai			unknown/safe	#E300FF	19.1801	104.938
Tai Daeng	Tai-Kadai			vulnerable	#E300FF	20.4559	104.625
Tai Dón	Tai-Kadai			unknown/safe	#E300FF	21.84898	103.570496667
Tai Hongjin	Tai-Kadai			unknown/safe	#E300FF	23.3088	102.586
Tai	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.29223	144.66
Taikat	Border			definitely endangered	#FFA400	-2.9408	140.7495
Muak	Austroasiatic			definitely endangered	#FF5800	21.4293	100.985
Tai Long	Tai-Kadai			unknown/safe	#E300FF	20.045	102.407
Tai Nüa	Tai-Kadai			vulnerable	#E300FF	21.7837	99.722
Tainae	Angan			unknown/safe	#FF1F00	-7.40306	145.682
Taino	Arawakan			extinct	#FF3900	18.2836	-66.8042
Tai Pao	Tai-Kadai			unknown/safe	#E300FF	18.5562	104.658
Tairuma	Eleman			unknown/safe	#8BFF00	-7.94866	145.732
Tai Thanh	Tai-Kadai			unknown/safe	#E300FF	19.66	104.933
Taita	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-3.79347	38.57254
Tai Ya	Tai-Kadai			unknown/safe	#E300FF	23.569	101.899
Ta'izzi-Adeni Arabic	Afro-Asiatic			unknown/safe	#FF0600	13.6555	45.6411
Taje	Austronesian			critically endangered	#FF5E00	-0.72583	120.078
Tajik	Indo-European			unknown/safe	#00FF13	38.8213	68.5549
Tajio	Austronesian			vulnerable	#FF5E00	-0.31553	120.01
Tajiki Arabic	Afro-Asiatic			definitely endangered	#FF0600	37.2176	67.3267
Tajuasohn	Atlantic-Congo			unknown/safe	#FF5200	5.50685	-8.98904
Takestani	Indo-European			definitely endangered	#00FF13	38.1971	47.9954
Takia	Austronesian			unknown/safe	#FF5E00	-4.69057	145.975
Takua	Austroasiatic			unknown/safe	#FF5800	15.4299	108.046
Takuu	Austronesian			unknown/safe	#FF5E00	-4.773094	157.032085
Takwane	Atlantic-Congo			unknown/safe	#FF5200	-16.2276	36.249
Talaud	Austronesian			unknown/safe	#FF5E00	4.11846	126.795
Tala	Afro-Asiatic			unknown/safe	#FF0600	10.233	9.85457
Talieng	Austroasiatic			unknown/safe	#FF5800	16.5287	106.102
Talinga-Bwisi	Atlantic-Congo			unknown/safe	#FF5200	0.676185	29.9494
Talise	Austronesian			unknown/safe	#FF5E00	-9.76764	160.231
Taliabu	Austronesian			unknown/safe	#FF5E00	-1.79516	124.869
Tal	Afro-Asiatic			unknown/safe	#FF0600	9.15354	9.50774
Tasomi-Tata	Narrow Talodi		Talodi	critically endangered	#0052FF	10.6453	30.4815
Talondo'	Austronesian			definitely endangered	#FF5E00	-2.4525	119.35
Taloki	Austronesian			definitely endangered	#FF5E00	-4.6478	122.872
Lavu-Yongsheng-Talu	Sino-Tibetan			vulnerable	#8B00FF	26.4	101
North-Central Talysh	Indo-European			vulnerable	#00FF13	38.4552	48.6349
Taman (Myanmar)	Sino-Tibetan			extinct	#8B00FF	25.1566	95.1171
Tama (Chad)	Tamaic		Taman	unknown/safe	#E900FF	14.332	21.9951
Taman (Indonesia)	Austronesian			unknown/safe	#FF5E00	1.00003	112.975
Tamagario	Kayagaric			unknown/safe	#00FF7E	-6.64493	138.892
Tamanaku	Cariban			extinct	#FFD000	2.765	-65.883
Tamazola Mixtec	Otomanguean			unknown/safe	#0600FF	17.1258	-97.0998
Tama (Colombia)	Tucanoan			extinct	#FF00C9	1.03332	-75.25
Tamasheq	Afro-Asiatic			definitely endangered	#FF0600	14.2038	-2.41269
Tambotalo	Austronesian			severely endangered	#FF5E00	-15.5004	167.139
Tambunan Dusun	Austronesian			unknown/safe	#FF5E00	5.68284	116.373
Tambas	Afro-Asiatic			unknown/safe	#FF0600	9.36039	9.32836
Tamil	Dravidian			unknown/safe	#B7FF00	10.520219	78.825989
Tami	Austronesian			unknown/safe	#FF5E00	-6.70017	147.732
Tamki	Afro-Asiatic			critically endangered	#FF0600	11.4926	18.2295
Tamnim Citak	Nuclear Trans New Guinea		Asmat-Kamoro	unknown/safe	#0013FF	-5.57962	139.233
Tampuan	Austroasiatic			unknown/safe	#FF5800	13.56447	107.24544
Tampulma	Atlantic-Congo			unknown/safe	#FF5200	9.75577	-1.35467
Tampias Lobu	Austronesian			unknown/safe	#FF5E00	5.72467	116.789
Tanapag	Austronesian			unknown/safe	#FF5E00	15.237	145.757
Tanaina	Athapaskan-Eyak-Tlingit			severely endangered	#FF4C00	60.4712	-150.759
Tanacross	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	63.4046	-143.338
Tandia	Austronesian			extinct	#FF5E00	-2.84228	134.532
Tandroy-Mahafaly Malagasy	Austronesian			unknown/safe	#FF5E00	-24.80155	45.15152
Tanema	Austronesian			unknown/safe	#FF5E00	-11.68	166.97
Tangchangya	Indo-European			unknown/safe	#00FF13	22.3185	92.5073
Tangut	Sino-Tibetan			extinct	#8B00FF	38.894904	102.246464
Tangkhul Naga	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	vulnerable	#8B00FF	25.0489	94.3567
Movono	Austronesian			unknown/safe	#FF5E00	-15.5643	166.958
Tangga	Austronesian			unknown/safe	#FF5E00	-4.08824	153.611
Tangko	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.13343	140.269
Tanggu	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.4621	144.916
Tanguat	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.57282	144.927
Tanglang-Toloza	Sino-Tibetan			vulnerable	#8B00FF	26.9	99.9
Tangwang	Sino-Tibetan			unknown/safe	#8B00FF	35.803799	103.54273
Tangam	Sino-Tibetan			unknown/safe	#8B00FF	28.95	94.98
Tanimbili	Austronesian			severely endangered	#FF5E00	-11.2975	166.507
Tanimuca-Retuarã	Tucanoan			severely endangered	#FF00C9	-0.59023	-70.3853
Tanjijili	Atlantic-Congo			unknown/safe	#FF5200	9.40121	6.87432
Tanosy Malagasy	Austronesian			unknown/safe	#FF5E00	-24.9186	47.1357
Tapei	Arafundi			unknown/safe	#FF2C00	-4.77763	143.337
Tapieté	Tupian			severely endangered	#FF00BD	-21.4169	-62.684
Tapirapé	Tupian			vulnerable	#FF00BD	-10.5373	-50.5438
Tarairiu	Unclassifiable			extinct	#FF009D	-5.5471	-37.509155
Tarao	Sino-Tibetan			critically endangered	#8B00FF	24.4003	94.1703
Tariana	Arawakan			critically endangered	#FF3900	0.440205	-68.9042
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	Afro-Asiatic		Berber	unknown/safe	#FF0600	34.916974	-3.430616
Tarjumo	Saharan			extinct	#5E00FF	11.852298	13.157959
Tarok	Atlantic-Congo			unknown/safe	#FF5200	8.98356	10.0288
Taroko	Austronesian			vulnerable	#FF5E00	23.9032	121.358
Tarpia	Austronesian			unknown/safe	#FF5E00	-2.322279	140.115497
Tasawaq	Songhay			unknown/safe	#A400FF	16.7814	6.92037
Pangwa Naga	Sino-Tibetan	Tibeto-Burman	Northern Naga	vulnerable	#8B00FF	27.2572	96.3855
Tasmate	Austronesian			unknown/safe	#FF5E00	-15.0792	166.664
Tatar	Turkic			definitely endangered	#FF00B0	55	50
Tatana	Austronesian			unknown/safe	#FF5E00	5.49808	115.553
Tataltepec Chatino	Otomanguean		Zapotecan	unknown/safe	#0600FF	16.2963	-97.5311
Tatuyo	Tucanoan			definitely endangered	#FF00C9	0.55582	-70.5327
Tauade	Goilalan			unknown/safe	#65FF00	-8.3486	147.094
Taulil	Taulil-Butam			vulnerable	#FC00FF	-4.44425	152.095
Taungyo	Sino-Tibetan			unknown/safe	#8B00FF	20.4104	96.7401
Taupota	Austronesian			unknown/safe	#FF5E00	-10.2275	150.373
Tausug	Austronesian			unknown/safe	#FF5E00	5.12236	118.88
Tause	Lakes Plain			vulnerable	#00FFE3	-2.8406	136.899
Tauya	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.74255	145.366
Taveta	Atlantic-Congo			unknown/safe	#FF5200	-3.41822	37.7061
Tavoyan	Sino-Tibetan			unknown/safe	#8B00FF	14.1078	98.194
Tavringer Romani	Mixed Language			extinct	#008BFF	62.2313	14.4036
Tawara	Atlantic-Congo			unknown/safe	#FF5200	-16.0167	31.621
Tawala	Austronesian			unknown/safe	#FF5E00	-10.3115	150.644
Tawandê	Nambiquaran			vulnerable	#005EFF	-11.784632	-60.535032
Tawallammat Tamajaq	Afro-Asiatic			unknown/safe	#FF0600	13.9878	4.47692
Tawoyan	Austronesian			unknown/safe	#FF5E00	-1.30017	115.204
Taworta	Lakes Plain			vulnerable	#00FFE3	-3.43455	139.061
Laamtuk Thet	Sino-Tibetan			unknown/safe	#8B00FF	22.4996	94.0957
Tayabas Ayta near Lucena City in Western Quezon	Unattested			extinct	#FF00A4	16.3171	121.293
Tayart Tamajeq	Afro-Asiatic			vulnerable	#FF0600	16.9232	7.6743
Tay Boi	Pidgin			extinct	#3900FF	13.8962	108.257
Tay Khang	Tai-Kadai			unknown/safe	#E300FF	18.6624	104.367
Tayo	Indo-European			unknown/safe	#00FF13	-22.2277	166.546
Tày Sa Pa	Tai-Kadai			unknown/safe	#E300FF	22.295	103.805
Tày Tac	Tai-Kadai			unknown/safe	#E300FF	21.3831	104.008
Tày	Tai-Kadai			unknown/safe	#E300FF	21.6448	106.167
Sud Oranais-Gourara	Afro-Asiatic			severely endangered	#FF0600	29.1107	0.01992
Tboli	Austronesian			unknown/safe	#FF5E00	6.20377	124.538
Tchitchege	Atlantic-Congo			definitely endangered	#FF5200	-2.03393	13.6001
Tchumbuli	Atlantic-Congo			unknown/safe	#FF5200	8.43449	2.55627
Teanu	Austronesian	Eastern Malayo-Polynesian	Oceanic	definitely endangered	#FF5E00	-11.6752	166.868
Tebul Ure Dogon	Dogon			unknown/safe	#C3FF00	14.66	-3.1
Tecpatlán Totonac	Totonacan			unknown/safe	#FF00D6	20.2957	-97.8436
Tedaga	Saharan			unknown/safe	#5E00FF	18.0426	14.7717
Tedim Chin	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	unknown/safe	#8B00FF	23.6079	93.519
Tee	Atlantic-Congo			unknown/safe	#FF5200	4.73213	7.37553
Téén	Atlantic-Congo			unknown/safe	#FF5200	9.84556	-3.71183
Tefaro	Geelvink Bay			unknown/safe	#71FF00	-2.35042	136.753
Tegali	Rashad			unknown/safe	#5200FF	11.9523	31.1112
Tehit	West Bird's Head			unknown/safe	#FF0078	-1.51049	131.985
Tehuelche	Chonan			extinct	#F6FF00	-47.5796	-68.3235
Teiwa	Timor-Alor-Pantar			unknown/safe	#FF00E3	-8.37662	124.174
Tejalapan Zapotec	Otomanguean			critically endangered	#0600FF	17.0944	-96.8876
Teke-Fuumu	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-3.59003	15.5061
Teke-Tege	Atlantic-Congo			unknown/safe	#FF5200	-1.61688	14.8664
Teke-Tyee	Atlantic-Congo			unknown/safe	#FF5200	-3.50685	13.8668
Teke-Laali	Atlantic-Congo			unknown/safe	#FF5200	-3.34458	13.2703
Teke-Eboo-Nzikou	Atlantic-Congo			unknown/safe	#FF5200	-2.6236	17.031
Teke-Kukuya	Atlantic-Congo			unknown/safe	#FF5200	-2.27122	14.4407
Teke-Tsaayi	Atlantic-Congo			unknown/safe	#FF5200	-2.98028	13.8603
Tektiteko	Mayan			severely endangered	#00AAFF	15.4599	-92.1136
Tela-Masbuar	Austronesian			unknown/safe	#FF5E00	-8.01195	129.687
Telefol	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.07444	141.731
Telugu	Dravidian			unknown/safe	#B7FF00	16.4529	78.7024
Teluti	Austronesian			unknown/safe	#FF5E00	-3.2969	129.663
Temascaltepec Nahuatl	Uto-Aztecan			unknown/safe	#FF008B	19.3282	-99.7968
Oued Righ	Afro-Asiatic			severely endangered	#FF0600	33.3489	6.06562
Tembo (Kitembo)	Atlantic-Congo			unknown/safe	#FF5200	-1.91863	28.5778
Motembo-Kunda-Buja	Atlantic-Congo			unknown/safe	#FF5200	2.0246	20.36849
Tenetehara	Tupian			severely endangered	#FF00BD	-2.6123	-48.2359
Teme	Atlantic-Congo			unknown/safe	#FF5200	8.74437	11.3894
Temiar	Austroasiatic			definitely endangered	#FF5800	4.974	101.438
Temi	Atlantic-Congo			unknown/safe	#FF5200	-2.19303	35.8035
Tem	Atlantic-Congo			unknown/safe	#FF5200	8.967	1.136
Temoq	Austroasiatic			unknown/safe	#FF5800	3.11331	102.916
Temoaya Otomi	Otomanguean			unknown/safe	#0600FF	19.6001	-99.6541
Tempasuk Dusun	Austronesian			unknown/safe	#FF5E00	6.36389	116.545
Temuan	Austronesian			severely endangered	#FF5E00	2.78176	101.906
Tena Lowland Quichua	Quechuan			unknown/safe	#4C00FF	-0.76271	-77.5404
Tenango Otomi	Otomanguean			unknown/safe	#0600FF	20.4262	-98.1751
Tengou-Togo Dogon	Dogon			unknown/safe	#C3FF00	14.0675	-3.37158
Tenggarong Kutai Malay	Austronesian		Malayo-Sumbawan	unknown/safe	#FF5E00	0.71803	117.645
Tengger	Austronesian			unknown/safe	#FF5E00	-7.89069	113.037
Tenharim	Tupian			critically endangered	#FF00BD	-7.92626	-61.936
Tenino	Sahaptian			unknown/safe	#5800FF	44.7985	-121.44
Tenis	Austronesian			critically endangered	#FF5E00	-2.71805	150.923
T'en	Tai-Kadai			definitely endangered	#E300FF	25.6717	107.309
Tennet	Surmic			vulnerable	#D600FF	4.91107	32.6307
Teojomulco Chatino	Otomanguean			extinct	#0600FF	16.590622	-97.224437
Teop	Austronesian			unknown/safe	#FF5E00	-5.67474	154.971
Teor	Austronesian			unknown/safe	#FF5E00	-4.74159	131.737
Tepecano	Uto-Aztecan			extinct	#FF008B	19.2343	-101.729
Tepetotutla Chinantec	Otomanguean		Chinantecan	unknown/safe	#0600FF	17.7115	-96.5404
Tepeuxila Cuicatec	Otomanguean			vulnerable	#0600FF	17.756	-96.788
Tepinapa Chinantec	Otomanguean			unknown/safe	#0600FF	17.6651	-96.1433
Tepo Krumen	Atlantic-Congo			unknown/safe	#FF5200	5.16267	-7.66346
Tep	Atlantic-Congo			unknown/safe	#FF5200	6.675724	11.117363
Tequistlateco Chontal	Tequistlatecan			extinct	#FF00EF	16.4	-95.59
Tera	Afro-Asiatic			unknown/safe	#FF0600	11.0376	11.80953
Teressa	Austroasiatic			critically endangered	#FF5800	8.23716	93.1297
Terebu	Austronesian			unknown/safe	#FF5E00	-3.68721	143.835
Tereweng	Timor-Alor-Pantar			unknown/safe	#FF00E3	-8.48063	124.271
Terei	South Bougainville		East Bougainville	unknown/safe	#B000FF	-6.70051	155.745
Terena-Kinikinao-Chane	Arawakan			severely endangered	#FF3900	-20.6614	-56.0329
Terik	Nilotic			unknown/safe	#0045FF	0.6	35
Teribe	Chibchan			critically endangered	#FFE900	9.067	-82.9631
Termanu	Austronesian			unknown/safe	#FF5E00	-10.7326	123.169
Ternate	North Halmahera			unknown/safe	#0032FF	0.80562	127.333
Ternateño	Indo-European			extinct	#00FF13	0.93149	127.567
Ter Sami	Uralic			critically endangered	#FF0097	67.2458	38.5061
Tesaka Malagasy	Austronesian			unknown/safe	#FF5E00	-23.3	47.33
Tese	Temeinic			critically endangered	#FF00F6	11.3885	29.5803
Teshenawa	Afro-Asiatic			extinct	#FF0600	9.64189	8.35594
Teso	Nilotic			unknown/safe	#0045FF	1.18321	33.9394
Tetela	Atlantic-Congo			vulnerable	#FF5200	-4.29314	24.546
Tetelcingo Nahuatl	Uto-Aztecan		Aztecan	unknown/safe	#FF008B	18.8854	-98.893
Tetserret	Afro-Asiatic			unknown/safe	#FF0600	14.973333	5.699722
Tetum	Austronesian			unknown/safe	#FF5E00	-9.11217	125.528
Tetun Dili	Austronesian			unknown/safe	#FF5E00	-8.58405	125.583
Te'un	Austronesian			extinct	#FF5E00	-6.97086	129.143718
Teushen	Chonan			extinct	#F6FF00	-43.187556	-70.187989
Teutila Cuicatec	Otomanguean			vulnerable	#0600FF	17.9029	-96.6645
Rio Grande Tewa	Kiowa-Tanoan			definitely endangered	#00FF91	35.9053	-106.124
Tewe	Atlantic-Congo			unknown/safe	#FF5200	-18.4459	33.8246
Texcatepec Otomi	Otomanguean			unknown/safe	#0600FF	20.7342	-98.2663
Texistepec Popoluca	Mixe-Zoque			severely endangered	#0091FF	17.8926	-94.8076
Texmelucan Zapotec	Otomanguean			unknown/safe	#0600FF	16.49197	-97.08947
Tezoatlán Mixtec	Otomanguean			unknown/safe	#0600FF	17.6155	-97.9002
Tha	Atlantic-Congo			unknown/safe	#FF5200	9.21338	11.1751
Thado Chin	Sino-Tibetan			vulnerable	#8B00FF	24.096	93.722
Thai Song	Tai-Kadai			unknown/safe	#E300FF	13.2136	99.8651
Thai	Tai-Kadai			unknown/safe	#E300FF	14.192	100.671
Thakali	Sino-Tibetan			vulnerable	#8B00FF	28.7014	83.6466
Thangal Naga	Sino-Tibetan			vulnerable	#8B00FF	25.3472	93.8396
Thangmi	Sino-Tibetan			definitely endangered	#8B00FF	28.7554	85.7657
Thao	Austronesian			critically endangered	#FF5E00	23.8333	120.93
Tharaka	Atlantic-Congo			unknown/safe	#FF5200	-0.13221	38.073
Thaypan	Pama-Nyungan			extinct	#1900FF	-14.8292	143.324
Thayore	Pama-Nyungan			definitely endangered	#1900FF	-14.8159	142.034
Thompson	Salishan			severely endangered	#6500FF	50.1668	-120.193
Tho	Austroasiatic			unknown/safe	#FF5800	19.3563	105.363
Thopho	Sino-Tibetan			unknown/safe	#8B00FF	24.15	104.9
Thulung	Sino-Tibetan			definitely endangered	#8B00FF	27.5389	87.6063
Thurawal	Pama-Nyungan			extinct	#1900FF	-35.2853	147.475
Thuri	Nilotic			vulnerable	#0045FF	8.72567	26.4858
Tiagbamrin Aizi	Atlantic-Congo			unknown/safe	#FF5200	5.28022	-4.62352
Tiale	Austronesian			vulnerable	#FF5E00	-15.2334	166.842
Tiang	Austronesian			unknown/safe	#FF5E00	-2.95505	150.935
Tibetan	Sino-Tibetan	Tibeto-Burman	Bodic	unknown/safe	#8B00FF	28.3681	90.1872
Tibea	Atlantic-Congo			unknown/safe	#FF5200	5.30535	11.3103
Tichurong	Sino-Tibetan			unknown/safe	#8B00FF	28.9506	83.4672
Ticuna	Ticuna-Yuri			definitely endangered	#FF00E9	-3.66289	-69.8723
Tidaá Mixtec	Otomanguean			unknown/safe	#0600FF	17.4142	-97.3333
Tidikelt-Tuat Tamazight	Afro-Asiatic			critically endangered	#FF0600	27.019	1.86218
Tidore	North Halmahera			unknown/safe	#0032FF	0.02461	127.746
Tiefo-Daramandugu	Atlantic-Congo			unknown/safe	#FF5200	10.7184	-4.52619
Tiefo-Nyafogo-Numudara	Atlantic-Congo			unknown/safe	#FF5200	10.85	-4.45
Tiemacèwè Bozo	Mande			unknown/safe	#00D0FF	15.47052	-4.25688
Tiene	Atlantic-Congo			unknown/safe	#FF5200	-2.84694	16.4765
Tiéyaxo Bozo	Mande		Western Mande	unknown/safe	#00D0FF	14.1223	-5.08609
Tifal	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.03899	141.293
Tigak	Austronesian			unknown/safe	#FF5E00	-2.70951	150.893
Tigon Mbembe	Atlantic-Congo			unknown/safe	#FF5200	6.983995	10.70849
Tigre	Afro-Asiatic			unknown/safe	#FF0600	17.3494	38.2233
Tigrinya	Afro-Asiatic			definitely endangered	#FF0600	15.3359	38.9266
Tii	Austronesian			unknown/safe	#FF5E00	-10.8425	122.963
Tijaltepec Mixtec	Otomanguean			unknown/safe	#0600FF	17.1539	-97.4578
Tikar	Atlantic-Congo			unknown/safe	#FF5200	5.87004	11.6104
Tikopia	Austronesian			unknown/safe	#FF5E00	-12.2766	168.822
Tilapa Otomi	Otomanguean			severely endangered	#0600FF	19.4403	-99.5074
Tillamook	Salishan			extinct	#6500FF	44.0924	-122.769
Tilquiapan Zapotec	Otomanguean			unknown/safe	#0600FF	16.8529	-96.6321
Tilung	Sino-Tibetan			critically endangered	#8B00FF	27.2203	86.4694
Tima	Katla-Tima			severely endangered	#00FF6B	11.7176	29.1632
Timbe	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.06875	147.057
Timne	Atlantic-Congo			unknown/safe	#FF5200	8.90294	-12.3331
Timor Pidgin	Indo-European			extinct	#00FF13	-8.65995	125.59
Timugon Murut	Austronesian			unknown/safe	#FF5E00	5.1796	115.826
Tinani	Sino-Tibetan			definitely endangered	#8B00FF	32.2852	77.9912
Tinà Sambal	Austronesian			unknown/safe	#FF5E00	15.5797	120.095
Tindi	Nakh-Daghestanian			definitely endangered	#0065FF	42.3316	45.9227
Tinputz	Austronesian			unknown/safe	#FF5E00	-5.58358	154.972
Tippera	Sino-Tibetan			unknown/safe	#8B00FF	23.5864	92.0747
Tirahi	Indo-European			critically endangered	#00FF13	34.1792	69.5901
Tira	Heibanic			unknown/safe	#26FF00	11.0963	30.8092
Tiranige Diga Dogon	Dogon			unknown/safe	#C3FF00	14.76	-3.7
Tiri-Mea	Austronesian			unknown/safe	#FF5E00	-21.8147	165.792
Tiruray	Austronesian			unknown/safe	#FF5E00	6.77321	124.127
Tita	Atlantic-Congo			unknown/safe	#FF5200	8.19382	10.1272
Titan	Austronesian			unknown/safe	#FF5E00	-2.18168	146.888
Tiverighotto	Cariban			extinct	#FFD000	10.102185	-62.515411
Tiv	Atlantic-Congo			unknown/safe	#FF5200	6.88039	9.26287
Tiwa (India)	Sino-Tibetan			definitely endangered	#8B00FF	26.0667	92.2583
Tjurruru	Pama-Nyungan			extinct	#1900FF	-22.842	118.267
Tlachichilco Tepehua	Totonacan			definitely endangered	#FF00D6	20.704	-98.1947
Tlacoapa Me'phaa	Otomanguean			unknown/safe	#0600FF	17.3262	-98.8013
Tlacoatzintepec Chinantec	Otomanguean			unknown/safe	#0600FF	17.8646	-96.5176
Tlacolulita Zapotec	Otomanguean			critically endangered	#0600FF	16.2971	-95.7414
Tlahuitoltepec Mixe	Mixe-Zoque		Mixe-Zoque	unknown/safe	#0091FF	16.9634	-96.1186
Tlamacazapa Nahuatl	Uto-Aztecan			unknown/safe	#FF008B	18.6239	-99.3992
Tlazoyaltepec Mixtec	Otomanguean			unknown/safe	#0600FF	17.007	-96.9783
Tlingit	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	59.4447	-135.29
To'abaita	Austronesian			unknown/safe	#FF5E00	-8.39233	160.619
Toaripi	Eleman			unknown/safe	#8BFF00	-8.07231	146.206
Tobati	Austronesian			severely endangered	#FF5E00	-2.56434	140.71
Toba-Maskoy	Lengua-Mascoy			severely endangered	#00FFF6	-21.5474	-58.0158
