name,latitude,longitude,color,family,subgroup,country
Nah [nbt],28.3,94,#388F7B,Tibeto-Burman,Macro-Tani,India
Nahavaq [sns],-16.53,167.123,#ACB975,Oceanic,Southern Oceanic,Vanuatu
Nahu [rwo-2],-6.05,146.25,#5C8374,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Nahuatl_Tetelcingo [nhg],19.67,-99,#C04E72,Uto-Aztecan,Aztecan,Mexico
Najamba Dogon [dbu-2],14.91,-3.33,#628BAF,Dogon,Western Dogon,Mali
Nakanai [nak],-5.5,150.833,#B5AB70,Oceanic,Western Oceanic,Papua New Guinea-Bismarcks
Nakkara [nck],-12.117,134.417,#9B6B69,Macro-Gunwinygu,Maningrida,Australia
Nalca [nlc],-4.231,139.806,#486A8F,Trans New Guinea,Momuna-Mek,Indonesia-Papua
Nalik [nal],-2.917,151.333,#BF9D74,Oceanic,Western Oceanic,Papua New Guinea-Bismarcks
Nalögo [nlz],-10.82,165.825,#C0687F,Oceanic,Te Motu,Solomons_East
Nama [naq],-24,18,#6E8C91,Khoe,Khoe,Botswana
Namakir [nmk],-17,168.583,#B3BD75,Oceanic,Southern Oceanic,Vanuatu
Nambikwara [nab],-13,-59.5,#72517E,Nambikwara,Core Nambikwaran,Brazil
Nambu [jpn-8],40.47,141.38,#3B9287,Japonic,Japanese,Japan
Namia [nnm],-3.833,141.75,#599765,Sepik,Yellow River,Papua New Guinea
